S.No.,HSCode,Commodity,Unit,Jul  2021 (R),Jul  2022 (R),%Growth,Apr-Jul  2021 (R),Apr-Jul  2022 (R),%Growth
1092.,84799040,"PARTS 0F PLANTS AND MACHINERY FOR CHEMICALS,PHARMACEUTICALS ETC",KGS  ,NaN,NaN,NaN,0.02,NaN,NaN
1093.,84804900,OTHR MOULDS FR METAL/METAL CARBIDES,KGS  ,NaN,NaN,NaN,0.00,NaN,NaN
1094.,84811000,PRESSURE-REDUCING VALVES,KGS  ,NaN,NaN,NaN,0.00,NaN,NaN
1095.,84812000,VALVES FR OLEOHYDRAULIC/PNEUMATIC TRNSMSNS,KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1096.,84814000,SAFETY/RELIEF VALVES,KGS  ,NaN,NaN,NaN,0.02,NaN,NaN
1097.,84818020,"TAPS,COCKS ETC OF NON-FERROUS METAL",KGS  ,NaN,NaN,NaN,0.04,NaN,NaN
1098.,84818030,"INDUSTRIAL VALVES(EXCL PRESSURE-REDUCING VALVES,AND THRMSTCLY CONTRLLD VALVES)",KGS  ,NaN,NaN,NaN,0.08,NaN,NaN
1099.,84818049,OTHER INNER TUBE VALVES,KGS  ,NaN,NaN,NaN,0.09,NaN,NaN
1100.,84818090,OTHERS,KGS  ,3.80,NaN,NaN,6.36,0.05,-99.21
1101.,84819090,OTHER PARTS OF THE ITEMS UNDR HDG 8481,KGS  ,NaN,NaN,NaN,0.38,0.05,-86.84
1102.,84821012,ADAPTER BALL BEARINGS(RADIAL TYPE)>50 MM OR 2 INCHES BORE DIAMETER BUT<=100 MM OR 4 INCHES BORE DIAMETER,NOS  ,NaN,0.00,NaN,NaN,0.00,NaN
1103.,84821020,"BALL BERNG(RADL TYP)EXCL ADTR BALL BERNG (RADL TYP)(SLF-ALIGNING BAL BERNG,N.E.S., SEPRABL BAL BERNGS,<=50MM/2 INCHS BO",NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1104.,84821051,BALL BEARINGS(THRUST TYPE)<=50 MM OR 2 INCHES BORE DIAMETER,NOS  ,0.50,NaN,NaN,0.50,NaN,NaN
1105.,84821090,OTHER BALL BEARINGS,NOS  ,0.05,3.14,"6,180.00",0.63,3.14,397.62
1106.,84822011,TAPPERED ROLLER BEARINGS(RADIAL TYPE) <=50 MM OR 2 INCHES BORE DIAMETER,NOS  ,NaN,0.00,NaN,0.00,0.00,0.00
1107.,84822090,OTHER TAPERED ROLLED BEARINGS,NOS  ,0.00,NaN,NaN,0.33,0.03,-90.94
1108.,84824000,NEEDLE ROLLER BEARINGS,NOS  ,0.28,8.76,"3,029.29",0.28,76.43,"27,097.86"
1109.,84828000,OTHR BALL OR ROLLER BEARINGS INCL CMBIND BALL/RLLR BEARNGS,NOS  ,0.04,0.02,-50.00,0.04,0.02,-50.00
1110.,84829130,ROLLERS,KGS  ,NaN,NaN,NaN,NaN,NaN,NaN
1111.,84829900,OTHER BALL/RLR BEARNG PARTS,KGS  ,1.47,NaN,NaN,1.69,0.06,-96.27
1112.,84831091,CRANK SHAFT FOR ENGINES OF HEADING 8407,NOS  ,NaN,NaN,NaN,NaN,0.10,NaN
1113.,84831092,CRANK SHAFT FOR ENGINES OF HEADING 8408,NOS  ,NaN,0.01,NaN,1.00,0.01,-99.50
1114.,84831099,OTHER TRNSMSN SHFT(INCL CAM AND CRNK SHFT),NOS  ,0.00,0.01,225.00,0.06,0.01,-79.03
1115.,84832000,"BEARNG HOUSNG,INCORPORTNG BALL/RLLR BEARN",NOS  ,0.02,NaN,NaN,0.02,NaN,NaN
1116.,84833000,"BEARING HOUSUNGS,NOT INCORPORATING BALL OR ROLLER BEARINGS;PLAIN SHAFT BEARINGS",NOS  ,NaN,0.01,NaN,NaN,0.04,NaN
1117.,84834000,"GEARS AND GEARNG,EXCL TOOTHD WHEELS,TRNSMSN ELMNTS PRSNTD SEPRTLY;BALL SCRWS;GEAR BOXSAND SPEED CHNGRS,INCL TORQUE C",NOS  ,0.51,0.01,-97.47,0.60,0.04,-93.70
1118.,84835010,"PULLEYS,POWER TRANSMISSION",NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1119.,84835090,OTHERS,NOS  ,0.14,NaN,NaN,0.24,NaN,NaN
1120.,84836090,OTHERS,NOS  ,NaN,NaN,NaN,0.07,NaN,NaN
1121.,84839000,PARTS OF THE ITEMS OF HDG 8483,NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1122.,84841010,ASBSTS MTLC PCKNGS AND GSKTS(EXCL GSKTS OF ASBSTS BOARD REINFRCD WTH MTL GAUZE/WIRE),KGS  ,NaN,NaN,NaN,0.06,NaN,NaN
1123.,84841090,OTHER GSKTS AND SMLR JOINTS,KGS  ,0.05,0.02,-63.04,6.30,0.66,-89.48
1124.,84849000,OTHR GASKETS AND SMLR JOINTS OF METAL,KGS  ,NaN,NaN,NaN,0.11,NaN,NaN
1125.,85011020,AC MOTOR WTH OUTPUT <=37.5 W,NOS  ,NaN,NaN,NaN,NaN,NaN,NaN
1126.,85013119,OTHER MOTOR WTH OUTPUT >37.5 W,NOS  ,NaN,NaN,NaN,NaN,0.10,NaN
1127.,85013210,D.C.MOTORS,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1128.,85015390,OTHER TYPES OF A.C. MOTORS,NOS  ,0.01,NaN,NaN,0.01,NaN,NaN
1129.,85016410,AC GENERATORS(ALTERNTRS) OF AN OUTPUT >750 KVA BUT<=2000 KVA,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1130.,85021200,GENRTNG SETS WTH CMPRSSN IGNTN INTRNL CMBSTN PSTN ENGNS(DSL/SEMI-DSL ENGNS)OF AN OUTPUT >75 KVA BUT<=375 KVA,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1131.,85021320,GENERATING SETS WITH DIESEL ENGINES WITH AN OUTPUT EXCDNG 1000 KVA AND UPTO 1500 KVA,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1132.,85030010,PARTS OF GENERATORS(AC/DC),NOS  ,NaN,NaN,NaN,6.55,NaN,NaN
1133.,85030029,PARTS OF ELECTRC MTRS OTHR THN DC,NOS  ,NaN,NaN,NaN,65.00,NaN,NaN
1134.,85030090,PARTS OF OTHR ROTATING ELECTRC PLANTS,NOS  ,NaN,NaN,NaN,22.94,NaN,NaN
1135.,85042100,LQD DIELECTRC TRNSFRMRS HVNG A PWR HNDLNG CAPACITY NT EXCDNG 650 KVA,NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1136.,85043100,OTHR TRNSFRMRS HVNG A PWR HNDLNG CAPACITY NOT EXCDNG 1 KVA,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1137.,85044010,ELECTRIC INVERTERS,NOS  ,NaN,NaN,NaN,1.19,NaN,NaN
1138.,85044030,BATTERY CHARGERS,NOS  ,NaN,0.00,NaN,NaN,0.00,NaN
1139.,85044040,NON AUTOMATIC VOLTAGE REGLTOR AND STABILZR,NOS  ,0.02,NaN,NaN,0.02,0.01,-50.00
1140.,85044090,OTHERS,NOS  ,0.01,0.21,"2,020.00",0.40,0.21,-47.26
1141.,85045090,OTHERS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1142.,85049010,PARTS OF TRANSFORMERS,KGS  ,NaN,NaN,NaN,11.02,NaN,NaN
1143.,85049090,PRTS OF OTHR ELECTRIC PWR MCHNRY OF HD8504POWER MACHINERY OF HDG 8504,KGS  ,NaN,0.01,NaN,NaN,0.02,NaN
1144.,85071000,LEAD ACID ACCUMULATORS OF A KIND USED FOR STARTING PISTON ENGINES,NOS  ,NaN,0.11,NaN,NaN,0.32,NaN
1145.,85072000,OTHER LEAD-ACID ACCUMULATORS,NOS  ,0.80,3.28,312.06,3.74,4.72,26.24
1146.,85078000,OTHER ACCUMULATORS,NOS  ,NaN,0.03,NaN,NaN,0.03,NaN
1147.,85079090,OTHER PARTS,KGS  ,NaN,NaN,NaN,0.04,NaN,NaN
1148.,85081900,OTHER,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1149.,85094010,ELECTRIC COFFEE MILLS AND FOOD GRINDERS,NOS  ,0.14,NaN,NaN,1.46,NaN,NaN
1150.,85094090,OTHERS(E.G.FRUIT JUICE EXTRCTRS),NOS  ,NaN,NaN,NaN,1.38,NaN,NaN
1151.,85099000,PARTS,KGS  ,0.12,NaN,NaN,0.17,NaN,NaN
1152.,85111000,SPARKLING PLUGS,NOS  ,1.00,NaN,NaN,1.00,0.30,-70.00
1153.,85112010,ELECTRONIC MAGNETO SYSTEMS,NOS  ,0.10,NaN,NaN,0.10,NaN,NaN
1154.,85112090,OTHERS,NOS  ,0.20,1.01,402.50,0.46,2.94,536.88
1155.,85113020,IGNITION COILS,NOS  ,1.00,NaN,NaN,1.00,0.04,-96.40
1156.,85115000,OTHER STATER-GENERATORS,NOS  ,NaN,NaN,NaN,0.01,0.00,-70.00
1157.,85118000,OTHER STARTING EQUIPMENTS,NOS  ,0.11,NaN,NaN,0.11,NaN,NaN
1158.,85119000,PARTS OF ARTICLS OF HDNG 8511,KGS  ,0.17,0.18,1.16,3.65,0.23,-93.58
1159.,85122010,"HEAD LAMPS,TAIL LAMP,STOP LAMP, SIDE LAMP,BLINKERS",NOS  ,0.10,0.21,106.00,2.50,1.31,-47.64
1160.,85122020,AUTOMOBILE LIGHTING EQPMNT,NOS  ,NaN,NaN,NaN,0.54,0.02,-96.26
1161.,85122090,OTHERS,NOS  ,NaN,NaN,NaN,0.39,NaN,NaN
1162.,85123010,HORNS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1163.,85124000,"WINDSCRN WIPERS,DEFROSTERS AND DEMISTERS",NOS  ,0.10,NaN,NaN,0.10,NaN,NaN
1164.,85129000,PARTS OF ELCTRCL LIGHTNG/SIGNALNG EQUIP,KGS  ,NaN,0.55,NaN,0.08,0.62,724.00
1165.,85131010,TORCHES,NOS  ,0.15,NaN,NaN,0.15,13.21,"8,708.67"
1166.,85141000,RESISTANCE HEATED FURNACES AND OVENS,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1167.,85149000,PARTS OF ARTCLS IN HDNG 8514,KGS  ,NaN,NaN,NaN,3.74,NaN,NaN
1168.,85153100,FULLY/PARTLY AUTOMATIC MCHNS AND APPRTS FR ARC(INCL PLASMA ARC)WLDNG OF MTL,NOS  ,NaN,NaN,NaN,NaN,0.00,NaN
1169.,85159000,PARTS OF ARTICLS IN HDNG 8515,KGS  ,NaN,NaN,NaN,NaN,0.01,NaN
1170.,85163300,HAND-DRYING APPARATUS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1171.,85164000,ELECTRIC SMOOTHING IRONS,NOS  ,0.40,NaN,NaN,0.70,NaN,NaN
1172.,85171890,OTHER,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1173.,85176220,VOICE FREQUENCY TELEGRAPHY,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1174.,85176290,OTHER,NOS  ,0.02,NaN,NaN,0.03,NaN,NaN
1175.,85176990,"OTHR APARTUS,FR CARRIER/DIGITAL LINE SYSTM",NOS  ,NaN,0.00,NaN,1.01,0.00,-99.80
1176.,85182900,"*OTHR LOUD SPEAKERS,W/N MNTD IN THR ENCLSRS",NOS  ,NaN,NaN,NaN,NaN,0.30,NaN
1177.,85183000,*HEADPHONES EARPHONES AND COMBINED MICROPHONE/SPEAKER SETS,NOS  ,NaN,NaN,NaN,0.03,NaN,NaN
1178.,85185000,ELECTRIC SOUND AMPLIFIER SETS,NOS  ,0.03,NaN,NaN,0.03,NaN,NaN
1179.,85189000,PARTS OF HDNG 8518,NOS  ,NaN,NaN,NaN,0.10,NaN,NaN
1180.,85198990,OTHR RECORD-PLAYERS WITHOUT LOUD SPEAKERS,NOS  ,NaN,NaN,NaN,0.03,NaN,NaN
1181.,85211099,OTHER VIDEO RECORDERS-OTHER TYPE,NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1182.,85232100,CARDS INCORPORTNG A MAGNETIC STRIPE,NOS  ,NaN,NaN,NaN,25.00,3.00,-88.00
1183.,85232990,OTHER FR RECORDING SOUNDS,NOS  ,0.01,NaN,NaN,0.01,NaN,NaN
1184.,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,NOS  ,NaN,NaN,NaN,0.09,NaN,NaN
1185.,85235290,OTHER,NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1186.,85258020,DIGITAL CAMERAS,NOS  ,0.07,NaN,NaN,0.07,NaN,NaN
1187.,85258900,"Television cameras, digital cameras and vidcamera recorders others",NOS  ,NaN,NaN,NaN,NaN,0.00,NaN
1188.,85286900,OTHER PROJECTORS:,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1189.,85299090,OTHE PARTS FR OTHR USE,NOS  ,NaN,NaN,NaN,1.10,NaN,NaN
1190.,85312000,INDICATOR PANELS INCRPRTNG LQD CRYSTAL DEVICES(LCD)/LIGHT EMITTING DIODES(LED),NOS  ,NaN,NaN,NaN,0.06,NaN,NaN
1191.,85359090,OTHERS,NOS  ,1.00,NaN,NaN,1.01,NaN,NaN
1192.,85361010,"SWTCH FUSE UNITS OF SWTCH RATING UPTO 15 AMPS,REWIREABLE",NOS  ,NaN,NaN,NaN,0.03,0.03,0.00
1193.,85361030,REWIREABLE FUSES,NOS  ,NaN,NaN,NaN,NaN,0.02,NaN
1194.,85361060,ELECTRONIC FUSES,NOS  ,NaN,NaN,NaN,NaN,NaN,NaN
1195.,85361090,OTHERS,NOS  ,NaN,NaN,NaN,0.07,0.20,189.86
1196.,85362020,MOULDED CASE CIRCUIT BREAKERS,NOS  ,NaN,NaN,NaN,NaN,0.20,NaN
1197.,85364100,RELAYS FR A VLTG NT EXCDG 60 V,NOS  ,2.20,NaN,NaN,2.20,0.01,-99.55
1198.,85364900,OTHER RELAYS,NOS  ,0.23,0.04,-81.78,0.26,0.09,-64.59
1199.,85365020,OTHER SWITCHES OF PLASTICS,NOS  ,0.50,0.01,-97.60,1.70,0.82,-51.65
1200.,85365090,OTHR SWITCHES,NOS  ,NaN,0.01,NaN,0.41,1.23,202.46
1201.,85369030,JUNCTION BOXES (BUS BAR),NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1202.,85369090,OTHER,NOS  ,2.73,NaN,NaN,3.35,4.52,34.79
1203.,85371000,BORDS ETC FOR A VOLTAGE<=1000 VLTS,KGS  ,0.01,0.00,-90.00,0.04,0.00,-97.50
1204.,85372000,BORDS ETC FOR A VOLTAGE>1000 VLTS,KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1205.,85381010,"BORDS,PANELS,CONSOLES ETC.FR INDSTRL USE",NOS  ,NaN,NaN,NaN,0.10,NaN,NaN
1206.,85381090,"BORDS,PANELS,CONSOLES ETC.FR OTHR USE",KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1207.,85389000,OTHER PARTS OF HDG 8538,KGS  ,NaN,NaN,NaN,0.30,0.02,-95.05
1208.,85392990,OTERS,NOS  ,NaN,0.02,NaN,NaN,0.02,NaN
1209.,85399090,OTHERS,KGS  ,0.01,NaN,NaN,0.01,NaN,NaN
1210.,85411000,"DIODES,OTHER THAN PHOTOSENSITIVE OR LIGHT EMITTING DIODES",NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1211.,85414012,"*SOLAR CELLS, ASSEMBLED IN MODULES OR MADE UP INTO PANELS",NOS  ,19.66,NaN,NaN,26.67,NaN,NaN
1212.,85414019,*OTHER PHOTOCELLS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1213.,85414300,Photovoltaic cells assembled in modules or made up into panels,NOS  ,NaN,3.53,NaN,NaN,49.39,NaN
1214.,85429000,PARTS OF ELECTRONIC INTGRTD CIRCTS AND MICRO ASSMBLIES,KGS  ,NaN,NaN,NaN,0.06,NaN,NaN
1215.,85437069,OTHER AMPLIFIER,NOS  ,NaN,NaN,NaN,NaN,0.03,NaN
1216.,85437092,EQUIPMENT OR GADGETS BASED ON SOLAR ENERGY,NOS  ,0.30,NaN,NaN,0.30,NaN,NaN
1217.,85441190,OTHER WINDING WIRE OF COPPER EXCL ENAMELLED COPPER,MTR  ,NaN,NaN,NaN,0.01,NaN,NaN
1218.,85441990,"OTHER WINDING WIRES OF OTHR METLS/SUBSTNCE EXCL COPPER OTH THN PLASTIC, RUBBER INSULATED AND ASBESTOS COVERED",MTR  ,NaN,NaN,NaN,0.10,NaN,NaN
1219.,85442090,OTHR CO-AXL ELCTRCL CNDUCTORS EXCL CO-AXL CABLE,MTR  ,NaN,NaN,NaN,0.02,NaN,NaN
1220.,85443000,IGNTN WIRING SETS AND OTHR WIRING SETS OF A KIND USED IN VEHICLES AIRCRAFT/SHIPS,MTR  ,NaN,0.00,NaN,NaN,0.00,NaN
1221.,85444292,PLASTIC INSULATED CONDUCTORS USED IN TELECOM FOR VOLTAGE <=1000V FITTED WITH CONNECTORS,MTR  ,0.05,NaN,NaN,0.05,NaN,NaN
1222.,85444299,OTHR ELCTRC CNDCTRS FITTED WTH CONNCTRS USED IN TELECOM FR <=1000V EXCL PAPR PLSCTIC AND RUBBER INSULATED,MTR  ,NaN,NaN,NaN,1.25,NaN,NaN
1223.,85444999,OTHR ELCTRC CNDCTRS NOT FITTED WTH CONNCTRS USED IN TELECOM FR <=1000V EXCL PAPR PLSCTIC AND RUBBER INSULATED,MTR  ,NaN,NaN,NaN,NaN,1.00,NaN
1224.,85446020,PLASTIC INSLTD CNDCTRS FR VLTGE >1000 V,MTR  ,5.50,NaN,NaN,5.50,NaN,NaN
1225.,85446030,RUBBER INSLTD CNDCTRS FR VLTGE >1000 V,MTR  ,NaN,NaN,NaN,NaN,0.02,NaN
1226.,85447090,OPTICAL FIBRE CABLES OTHER THN LEAD ALLOY SHEATHD CABLES,MTR  ,NaN,NaN,NaN,0.50,NaN,NaN
1227.,85459090,OTHERS,KGS  ,NaN,0.03,NaN,0.03,0.10,276.92
1228.,85469010,HEAT SHRINKABLE COMPONENTS,KGS  ,NaN,NaN,NaN,0.15,NaN,NaN
1229.,85489000,*OTHER,KGS  ,1.62,NaN,NaN,30.03,NaN,NaN
1230.,86090000,CONTAINERS SPECIALLY DESIGNED ANDEQUIPPED FOR CARRIAGE BY ONE/MORE MODES OF TRNSPORT,NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1231.,87019200,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 18 KW BUT NOT EXCEEDING 37 KW",NOS  ,0.01,0.02,166.67,0.09,0.10,4.26
1232.,87019300,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 37 KW BUT NOT EXCEEDING 75 KW",NOS  ,0.00,0.01,200.00,0.02,0.03,100.00
1233.,87032120,THREE-WHEELED VEHICLES WTH CYLNDR CPCTY<=1000 WTH SPRK-IGNTN,NOS  ,0.15,NaN,NaN,1.26,0.50,-60.32
1234.,87060031,CHASSIS FR 3-WHEELED VHCLS HDNG 8703,NOS  ,0.01,NaN,NaN,0.01,NaN,NaN
1235.,87081010,BUMPERS ETC FOR TRACTORS,KGS  ,NaN,NaN,NaN,0.08,0.16,95.24
1236.,87081090,BUMPERS ETC FOR OTHR VHCLS,KGS  ,0.02,NaN,NaN,0.02,NaN,NaN
1237.,87082900,OTHR PRTS AND ACCSSRS OF BODIES(INCL CABS),KGS  ,0.49,NaN,NaN,31.58,30.90,-2.16
1238.,87083000,MOUNTED BRAKE LININGS,KGS  ,0.36,0.02,-93.84,0.76,0.61,-19.84
1239.,87084000,GEAR BOXES,KGS  ,0.13,0.03,-77.44,6.85,0.19,-97.24
1240.,87085000,DRIVE AXLES WITH DIFFERENTIAL W/N PROVIDEDWITH OTHER TRANSMISSION COMPONENTS,KGS  ,0.06,0.07,17.24,0.54,0.07,-87.38
1241.,87087000,ROAD WHEELS AND PRTS AND ACCSSRS THEREOF,KGS  ,NaN,NaN,NaN,0.61,NaN,NaN
1242.,87088000,SUSPENSION SHOCK ABSORBERS,KGS  ,0.02,NaN,NaN,0.02,2.16,"12,600.00"
1243.,87089100,RADIATORS,KGS  ,NaN,NaN,NaN,0.38,0.05,-86.67
1244.,87089200,SILENCERS AND EXHAUST PIPES,KGS  ,0.16,NaN,NaN,0.37,NaN,NaN
1245.,87089300,CLUTCHES AND PRTS THEREOF,KGS  ,0.03,0.01,-80.00,0.31,0.21,-32.25
1246.,87089400,"STERNG WHEELS,STERNG COLUMNS AND STERNG BOXS",KGS  ,NaN,0.01,NaN,0.58,0.01,-97.57
1247.,87089900,OTR PRTSANDACCSSRS OF VHCLS OF HDG 8701-8705,KGS  ,105.48,16.05,-84.79,206.81,101.82,-50.77
1248.,87120010,BICYCLES,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1249.,87120090,"OTHERS(CYCLES,RICKSHAWS,DELIVERY CYLES, CYCLES,TRICYCLES,TOY BICYCLES,ETC)",NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1250.,87141090,PARTS AND ACCESSORIES OF MOTORCYCLE EXCL. SADDLE,KGS  ,1.55,0.29,-81.40,1.81,1.25,-31.15
1251.,87142090,OTHER,KGS  ,0.27,NaN,NaN,0.27,NaN,NaN
1252.,87149100,"FRAMES,FORKS AND PRTS THEREOF",NOS  ,NaN,NaN,NaN,46.80,NaN,NaN
1253.,87149210,BICYCLE RIMS,NOS  ,NaN,NaN,NaN,1.40,0.60,-57.14
1254.,87149290,OTHERS,NOS  ,0.10,NaN,NaN,0.10,NaN,NaN
1255.,87149310,BICYCLE HUBS,KGS  ,NaN,NaN,NaN,1.60,NaN,NaN
1256.,87149320,BICYCLE FREE-WHEELS,KGS  ,NaN,NaN,NaN,27.73,NaN,NaN
1257.,87149400,"BRAKES,INCL COASTER BRAKING HUBS AND HUB BRAKES AND PRTS THEREOF",KGS  ,0.41,0.01,-98.55,0.41,0.01,-98.55
1258.,87149910,BICYCLE CHAIN,KGS  ,NaN,NaN,NaN,5.12,NaN,NaN
1259.,87149990,OTHERS,KGS  ,0.10,0.33,230.00,20.88,1.25,-94.04
1260.,88024000,"AEROPLANES AND OTHR AIRCRAFT,OF AN UNLADEN WEIGHT EXCEEDING 15000 KG",NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1261.,90013000,"CONTACT LENSES OF ANY MATERIAL,UNMOUNTED",NOS  ,35.00,NaN,NaN,35.00,NaN,NaN
1262.,90049090,0THERS,NOS  ,NaN,NaN,NaN,NaN,0.02,NaN
1263.,90106000,PROJECTION SCREENS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1264.,90152000,THEODOLITES AND TACHEOMETERS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1265.,90172020,"MATHEMATICAL CALCULATING INSTRUMENTS; SLIDE RULES,DISC CALCULATORS AND THE LIKE",NOS  ,NaN,NaN,NaN,NaN,0.06,NaN
1266.,90172090,OTHER INSTRUMENTS,NOS  ,NaN,NaN,NaN,NaN,1.44,NaN
1267.,90181100,ELECTRO-CARDIOGRAPHS,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1268.,90181290,OTHR ELECTRO-DIAGNOSTC APARATUS,NOS  ,NaN,NaN,NaN,0.07,"2,500.00","3,846,053.85"
1269.,90181990,OTHR ELCTRO-DIAGNOSTC APPRTS,NOS  ,4.26,NaN,NaN,4.26,1.05,-75.37
1270.,90183100,"SYRINGES,W/N WITH NEEDLES",NOS  ,NaN,NaN,NaN,120.00,0.14,-99.88
1271.,90183290,OTHR TUBULAR METAL NEEDLES,KGS  ,17.51,9.04,-48.41,57.06,9.04,-84.17
1272.,90183920,CARDIAC CATHETERS,NOS  ,NaN,0.11,NaN,0.01,0.11,"2,020.00"
1273.,90183930,CANNULAE,NOS  ,"1,865.00","6,241.00",234.64,"15,140.00","19,731.00",30.32
1274.,90183990,OTHERS,NOS  ,NaN,0.09,NaN,"2,114.97",44.25,-97.91
1275.,90185020,T0N0METER,NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1276.,90185090,OPHTHALMIC SURGICAL INSTRMNT AND APPLIANCES,NOS  ,0.00,3.00,"74,900.00",51.97,3.06,-94.11
1277.,90189011,BLOOD PRSR INSTRUMENTS(SPHYGMOMANOMETERS),NOS  ,NaN,NaN,NaN,0.02,0.05,150.00
1278.,90189019,OTHR DIAGONOSTICS INSTRUMENTS,NOS  ,0.03,NaN,NaN,106.33,NaN,NaN
1279.,90189022,"SURGICAL KNIVES,SCISS0RS AND BLADE",NOS  ,30.00,NaN,NaN,30.00,NaN,NaN
1280.,90189094,DEFIBRILLATORS,NOS  ,0.01,NaN,NaN,0.01,NaN,NaN
1281.,90189099,OTHR SRGCL INSTRMNTS AND APPLNCS (INCL VTRNRY),NOS  ,0.02,0.02,-9.09,3.16,280.03,"8,772.78"
1282.,90191090,OTHERS,NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1283.,90192090,OTHERS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1284.,90200000,"OTHR BRTHNG APLNCS AND GAS MSKS,EXCL PRTCTV MSKS HVNG NTHR MCHNCL PRTS NR RPLCBL FLTRS",NOS  ,NaN,NaN,NaN,NaN,0.03,NaN
1285.,90211000,ORTHOPEAEDIC OR FRACTURE APPLIANCES,NOS  ,NaN,NaN,NaN,5.20,NaN,NaN
1286.,90212900,OTHER(DENTAL FITTINGS),NOS  ,4.95,NaN,NaN,4.95,NaN,NaN
1287.,90213900,OTHERS,NOS  ,NaN,3.41,NaN,6.34,3.71,-41.45
1288.,90219090,OTHERS,KGS  ,0.92,0.01,-99.13,0.92,0.01,-99.13
1289.,90221410,X-RAY GENERATORS AND APPARATUS (NON-PORTABLE),NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1290.,90221490,OTHER X-RAY MCHNS FR MEDCL USES,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1291.,90229090,OTHERS,KGS  ,0.02,NaN,NaN,0.82,NaN,NaN
1292.,90230090,OTHR DEMONSTRATION AIDS,NOS  ,NaN,NaN,NaN,1.15,NaN,NaN
1293.,90248099,OTHERS,NOS  ,NaN,NaN,NaN,0.10,NaN,NaN
1294.,90251110,CLINICAL THERMOMETER,NOS  ,NaN,NaN,NaN,NaN,0.00,NaN
1295.,90258090,OTHER SIMILAR FLOATING INSTRUMENTS,NOS  ,NaN,0.00,NaN,NaN,0.00,NaN
1296.,90262000,INSTRMNTS AND APRTS FR MSRNG/CHKNG PRESSURE,NOS  ,0.28,NaN,NaN,0.28,NaN,NaN
1297.,90268010,HEAT METERS,NOS  ,NaN,0.00,NaN,NaN,0.00,NaN
1298.,90268090,"OTHR INSTRMNTS AND APRTS FR MSRNG,CHKNG OR AUTMTCLLY CNTRLNG THE FLOW,DPTH,PRSR ETC",NOS  ,NaN,0.01,NaN,NaN,0.01,NaN
1299.,90271000,GAS OR SMOKE ANALYSIS APPARATUS,NOS  ,NaN,NaN,NaN,NaN,0.00,NaN
1300.,90272000,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRMNT,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1301.,90273020,SPECTRO-PHOTOMETERS,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1302.,90273090,OTHERS,NOS  ,NaN,0.01,NaN,NaN,0.01,NaN
1303.,90275090,OTHERS,NOS  ,0.02,NaN,NaN,0.08,0.04,-54.32
1304.,90278020,CALORIMETERS,NOS  ,NaN,NaN,NaN,0.20,NaN,NaN
1305.,90278090,OTHERS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1306.,90278990,OTHER,NOS  ,NaN,0.01,NaN,NaN,0.51,NaN
1307.,90279090,OTHR PARTS AND ACCESSORS OF HDG 9027,KGS  ,NaN,NaN,NaN,0.03,0.01,-67.74
